 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
 ind, ,27, , , montanna, takhar, wa, reservoir,4043,1631, mcbryde crescent, , 08 17085863,9016981,9
,,,,,,,,,,,,,,,
   usa, f,26,19900914, hon, lily, castillo, , collie,2207,15, dryandra street, , 02 52926652,9850054,5
,,,,,,,,,,,,,,,
   unk, f,13,20031121, , dean, aani, wa, durawah,4375,1, birbai place, , 618 26997958,2370393,0
,,,,,,,,,,,,,,,
   chi, f,34,19821024, , keahley, kai, , dalby,4120,77, bateman street, deependi, 02 57860902,9319799,0
,,,,,,,,,,,,,,,
 ind, m,29,19870923, , allanah, sambandan, nsw, lismore,2880,5, bonney street, legacy units, 02 61027375,7481063,6
,,,,,,,,,,,,,,,
 spa, ,12,20041116, , isabella, jquez, nt, fannie bay,2539,306, beazley crescent, , 03 09 473487,2409028,8
,,,,,,,,,,,,,,,
 unk, ,29,19870114, ms, nicholas, abbatista, sa, moonta pay,4103,14, lukey place, , 07 00292295,1024455,7
,,,,,,,,,,,,,,,
   cze, f,27, , ms, georgia, sisitka, vic, darlimurla,2605,136, lukey place, unt 2, 618 17989266,2611636,2
,,,,,,,,,,,,,,,
 cze, f,20,19960412, , james, , qld, scrupy mountain,2126,8, hamlet place, , 3 77143941,9039514,4
,,,,,,,,,,,,,,,
 cze, f,30,19860415, , samantha, kraynak, ns , eveleigh,7325,140, watterson place, kelham farm, 02 10600674,2247576,7
,,,,,,,,,,,,,,,
   tha, ,35,19810813, , madison, diskul, qld, middleton,3564,21, gudgenby close, , 03 42115632,6243429,6
,,,,,,,,,,,,,,,
   ger, f,25,19910428, , emiily, singer, nsw, hebersham,2194,842, carter place, , 02 39798631,8561282,3
,,,,,,,,,,,,,,,
 usa, f,8,20080512, ms, juliana, hess, , norwood,2428,25, maribyrnong avenue, , 03 37433462,2841327,2
,,,,,,,,,,,,,,,
   eng, f, ,19151013, , ajay, hardie, nsw, dark corner,2606,24, riley close, walyaming farms, 08 82393768,9518675,9
,,,,,,,,,,,,,,,
   swe, f,31,19851020, ms, james, jÖnsson, vic, mernda,2759,16, knaggs crescent, , 8 13145310,1561433,3
,,,,,,,,,,,,,,,
   chi, f,33,19831008, , jacob, zhang, nsw, toogong,3280,1, powell street, , 612 99956900,4603009,1
,,,,,,,,,,,,,,,
   unk, f,30,19861208, mr, thomas, scollard, nsw, cawdor,5271,6, david street, ashmill park, 02 79328246,8725666,6
,,,,,,,,,,,,,,,
   usa, f,36,19800216, , mya, pratt, nsw, central tilba,6004,26, burara crescent, , 02 20112739,1359515,7
,,,,,,,,,,,,,,,
   usa, ,30,19861019, pfc, dylan, little, nsw, mongarlowe,4020,12, finniss crescent, elamon cottage, 07 57041010,7736085,0
,,,,,,,,,,,,,,,
 eng, , ,19010702, , soel, paulson, , malvern,2156,47, chippindall circuit, warrah lea, 08 65332017,9907987,3
,,,,,,,,,,,,,,,
   iri, f,39,19770414, ms, jessica, quirk, nsw, blackwall,2170,363, spalding street, glenview, 612 96527764,3172400,4
,,,,,,,,,,,,,,,
   dan, m, ,19481108, , cooper, burmeister, tas, tunnack,2077,5, allambee street, rosetta village, 617 74599010,1180151,1
,,,,,,,,,,,,,,,
 rus, f,34,19820225, , mikaela, mur n, sa, bordertown,4127,10, weatherburn place, , 04 90862026,2170313,2
,,,,,,,,,,,,,,,
   cze, ,38,19780402, ms, stephanie, gemela, nsw, yaouk,4161,9, holden crescent, , 02 52679888,8070066,1
,,,,,,,,,,,,,,,
 usa, m, ,19450430, , jorja, simpson, nsw, oak flats,3677,31, mcgill strit, , 02 58454961,4283886,6
,,,,,,,,,,,,,,,
 chi, f,34,19821111, , grace, fok, vic, collins street east,2036,33, wettenhall circuit, the mall, 08 01032976,2188768,0
,,,,,,,,,,,,,,,
 ita, r, ,19220531, , malakai, maitan, wa, meelon,2526,78, rosenthal street, kooraegulla, 8 06581697,4459528,7
,,,,,,,,,,,,,,,
   usa, m,33,19830413, , jacob, sanford, qld, wycarbah,3155,108, macquarie street, giniderra, 3 69966895,7223366,9
,,,,,,,,,,,,,,,
 eng, ,8,20080506, dr, hanna, midgley, qld, ross river,4343,1, lhotsky street, , 3 48100729,2867067,5
,,,,,,,,,,,,,,,
 usa, f,28,19881231, , timothi, gardner, vic, munruben,2795,20, edmondson street, ochre, 8 21267640,4014140,8
,,,,,,,,,,,,,,,
 unk, ,30, 198605 6, mr, adam, strawbridge, nsw, mount eliza,3032,26, gouger street, , 612 80983179,5868221,5
,,,,,,,,,,,,,,,
   usa, f,10,20060519, , zachary, shepard, , patterson lakes,2646,115, bainton crescent, , 03 24352105,8894660,2
,,,,,,,,,,,,,,,
 usa, f, ,19680505, , hudson, baker, vic, victoria valley,2029, q3, wybalena grove, santa lucille, 8 79017203,4668468,8
,,,,,,,,,,,,,,,
 fre, f,29,19870724, , matthew, augier, vic, sandhurst east,3240,16, , , 8 06210364,5906039,3
,,,,,,,,,,,,,,,
   chi, f, ,19950820, , nicholas, jia, vic, waterways,2144,45, musson close, , 618 48617359,3571163,1
,,,,,,,,,,,,,,,
 usa, ,28,19880415, , jaiden, simmons, qld, bukali,3113,1, bennetts close, mt pleasant, 3 60537584,5135980,7
,,,,,,,,,,,,,,,
 eng, f,12,20040805, mr, brianna, timothyson, vic, waubra,2230,18, castieaustreet, , 618 29488245,8079484,9
,,,,,,,,,,,,,,,
   eng, f,36,19801001, , lucy, victorsen, nsw, lake heights,2088,7, shirra close, , 2 24716700,4451554,6
,,,,,,,,,,,,,,,
 eng, ,21,19951119, , jacob, milligan, nsjw, euchareena,3132,62, may mills close, , 2 98663876,3143950,8
,,,,,,,,,,,,,,,
   jew, m, ,19390819, , nicole, zahavy, vic, berrimal,3216,7, sturt avenue, the manor garden, 08 54582757,3044599,8
,,,,,,,,,,,,,,,
 chi, f, ,19591201, , emiily, mah, qld, oyster creek,3016,23, plackman crescent, qualup, 613 48874952,9922594,1
,,,,,,,,,,,,,,,
   usa, f,26,19900601, , jamie, navarro, tas, little swanport,3188,142, hodgson crescent, cooroora, 07 47325902,2538149,4
,,,,,,,,,,,,,,,
 usa, f,23,19930320, mr, , sawyer, qld, blythtale,2617,33, bussell crescent, , 3 58585613,6543132,0
,,,,,,,,,,,,,,,
 ind, g,29,19871005, , maya, jayasinghe, nsw, hamilton north,3101,20, embley street, , 2 69275204,4334437,6
,,,,,,,,,,,,,,,
 chi, f,25,19910529, ms, tristan, kwang, nsw, maryfale,5081,42, apsley place, , ,2695838,2
,,,,,,,,,,,,,,,
 usa, f,27,19891111, , jade, stevens, nsw, metford,3216,59, muntz s reet, , 2 88135265,2102080,6
,,,,,,,,,,,,,,,
 eng, f,30,19860630, , caleb, gibb, , ullatulla,4700, , lumeah street, , 02 15914902,4571240,5
,,,,,,,,,,,,,,,
   eng, f,27,19890209, mr, julia, gardiner, , isaac river,2540,16, lawrence wackett crescent, , 02 23959325,9798541,0
,,,,,,,,,,,,,,,
   rus, f,30,19860617, ms, luca, ilieva, , tully,2151, , poynton street, headland cvn park, 07 08606864,2825226,0
,,,,,,,,,,,,,,,
 ind, m,11,20050625, ms, james, prithu, , vincentia, 500 7,59, walton street, , 08 55290857,5398541,5
,,,,,,,,,,,,,,,
 pol, m,29,19871116, ms, alexandra, danilcjyk, sa, beltana,2022,105, hadleigh circuit, , 07 16784987,8295653,5
,,,,,,,,,,,,,,,
   chi, f,13, , , zarlia, ruan, wa, kellyville,2282,64, templestowe avenue, john flynn medical centre, 02 05966275,5898052,9
,,,,,,,,,,,,,,,
 afr, f,32,19840917, , fraser, atankana, vic, kyabram,4740,27, kambalda crescent, , 618 06084148,3832067,4
,,,,,,,,,,,,,,,
   usa, m,19,19970929, pfc, alisha, floyd, vic, scoresby bc,2170,6, paul coe crescent, , 08 77106371,1219521,4
,,,,,,,,,,,,,,,
 usa, m,12,20040408, ms, nicholas, flowers, sa, lenswood,2265,45, clift crescent, rangeville, 07 15107999,6950618,1
,,,,,,,,,,,,,,,
   usa, m,30,19861210, ms, thomas, ferguson, vic, minimay,2233,37, stopford crescent, , 8 14419865,4046041,9
,,,,,,,,,,,,,,,
 rus, ,30,19860113, dr, kate, kulik, qld, esk,4051,9, inksteah street, acton park, 03 71875365,9587730,7
,,,,,,,,,,,,,,,
 eng, f,32,19840208, sgt, nicholas, rattray, vic, scoresby bc,4114,3, launcesto  street, , 08 37814041,4277200,3
,,,,,,,,,,,,,,,
   eng, f,32,19840528, , benjamin, statham, vic, scotsburn,3018,618, carleton street, st francis village, 02 17712921,6265369,1
,,,,,,,,,,,,,,,
 ser, f,34,19821102, mr, logan, siladjdzic, vic, dianella,2877,11, warlandplace, , 04 19426136,7564839,2
,,,,,,,,,,,,,,,
 ger, v, ,19380106, , chelsea, schuld, , kiara,3048,1179, barlee place, , 07 58133335,1830558,9
,,,,,,,,,,,,,,,
   eng, f, ,19180108, , charlize, badcocke, tas, collinsvale,3423,14, cleland street, marretah, ,1009171,3
,,,,,,,,,,,,,,,
 chi, ,21,19950825, , fiona, yow, qld, adavale,2663,9, halifaxclose, kerry street, ,3735779,6
,,,,,,,,,,,,,,,
   chi, f,29,19870709, , zoe, guan, , gray,6011,11, crozier circuit, riversdale caravan park, 03 87286800,8330817,7
,,,,,,,,,,,,,,,
 usa, m,29,19871001, m , madison, alvarado, vic, pearcedale,3058,10, cataract street, , 08 79986413,7737090,6
,,,,,,,,,,,,,,,
 unk, m,39, , pfc, brooke, stramzpher, qld, goomeri,4680,2, howitt street, villa 2, 04 45565706,2568397,2
,,,,,,,,,,,,,,,
   chi, f,31,19850612, , zac, mang, wa, martin,6148,64, goyder street, wychwood, 8 85583367,6753310,5
,,,,,,,,,,,,,,,
 chi, f,26,19900722, ms, amelie, sung, wa, dumbarton, 281o,24, marlock street, , 618 54282580,5457508,1
,,,,,,,,,,,,,,,
   chi, m, ,19270520, ms, olivia, deng, nsw, rouchel,2335,8, dobson place, , 2 59165528,7061776,0
,,,,,,,,,,,,,,,
   chi, f,8, , ms, jake, qiao, , allora,4055,364, bellinger circuit, , 04 59692824,5200774,5
,,,,,,,,,,,,,,,
 unk, f, ,19410208, ms, jacob, strehov ski, , castlecrag,3128,170, hancock street, , 07 65031872,4466947,2
,,,,,,,,,,,,,,,
 ser, ,35,19810708, , lachlan, lariani, qld, calavos,4122,21, barnet t close, , 613 37977946,2308450,2
,,,,,,,,,,,,,,,
 usa, f,32,19840211, , , avery, , ,3048,86, , , 03 04304922,8051990,6
,,,,,,,,,,,,,,,
 eng, , ,19090311, , matisse, oliverson, s , taperoo,2060,17, illingworth street, , 07 95587237,5786783,6
,,,,,,,,,,,,,,,
 tur, f,33,19831009, , jessica, sengor, wa, devils creek,5081,9, jewell close, corcoran, 08 98606040,9080496,7
,,,,,,,,,,,,,,,
 unk, f,28,19881004, , sammy, abbitt, wa, benjaberring,4069,29, dryandra street, , 8 01683932,5120859,2
,,,,,,,,,,,,,,,
 usa, ,25,19910607, ms, ciaran, foster, nsw, denham court,2828, 7 2, dryandra street, , 612 78344202,1619323,9
,,,,,,,,,,,,,,,
   unk, f,36,19800213, , jackson, strapp, qld, mount marshall,2208,23, clift crescent, , 613 73003709,8342066,2
,,,,,,,,,,,,,,,
   usa, f,32,19840211, , , avery, , wentworth falls,3048,86, , , 03 04304922,8051990,6
,,,,,,,,,,,,,,,
   eng, f, ,19850718, , aiden, bourke, wa, canning mills,2117,102, ramage place, , 618 74686366,5594652,7
,,,,,,,,,,,,,,,
 eng, f,36, , , ellie, hallman, vic, ross creeck,3011,245, greenvale street, talasea, 02 66406695,5877617,8
,,,,,,,,,,,,,,,
 abo, f,28,19880520, , chevone, goolagong, tas, geeveston,4871,17, bungonia street, , 617 96621640,7251219,6
,,,,,,,,,,,,,,,
 , f, ,19540109, , joshus, nguyen, nsw, brookvale,3976,10, custance street, , 612 52941812,9550523,3
,,,,,,,,,,,,,,,
 eng, ,29,19871225, , jamie, alberts, wa, mundijong,5066,4, alexander mackie circuit, , 08 83280902,2468437,1
,,,,,,,,,,,,,,,
   usa, f,22,19940810, ms, joe, barrett, nsw, calga,6157,3, hopegood place, , 08 19746414,2435514,5
,,,,,,,,,,,,,,,
 ger, f,25,19910428, , emiily, singer, nsw, hebersham,2194,84, carter place, , 02 39798631,8561282,3
,,,,,,,,,,,,,,,
   chi, f,28, , , tyron, po, qld, south yaamba,3976,7, tazewell circuit, pontibah, 3 28906100,7156860,3
,,,,,,,,,,,,,,,
   jew, f,23, , , georgia, ginsberg, wa, nowendoc,3150,25, dallas place, , 08 20774479,7292354,8
,,,,,,,,,,,,,,,
 afr, f,19,19970415, mr, jacob, coker, nsw, harrington park,5330,10, ybalena grove, hillandale, 02 86881794,9766442,9
,,,,,,,,,,,,,,,
 eng, m,21,19951216, , patrick, merchant, nsw, ashfield,4702,42, schinckel place, , 2 42860246,6035708,5
,,,,,,,,,,,,,,,
   rom, , ,19431230, mr, kirra, galca, vic, cranbourne,3450,11, kinleyside crescent, , 08 53395498,3235886,7
,,,,,,,,,,,,,,,
   unk, , ,19591012, , luke, scottjackson, vic, world trade centre,7006,116, elkedra close, , 8 31297309,1950086,0
,,,,,,,,,,,,,,,
   fin, f,9,20070423, , sophie, koutaniemi, wa, narrikup,4129,119, daly street, , 618 04795787,7891696,9
,,,,,,,,,,,,,,,
   usa, f,31,19851226, ms, natalee, aguilar, nsw, coniston,6153,24, jerrabomberra avenue, , ,3338393,3
,,,,,,,,,,,,,,,
 eng, f, ,19130827, , emiily, hogarth, nsw, merrygoen,4503,12, lahey place, , 612 64108420,3290956,4
,,,,,,,,,,,,,,,
   ger, f,26,19900404, , alivia, heusler, vic, lara,2580,53, willcock place, , 618 70417352,6965473,4
,,,,,,,,,,,,,,,
   usa, f,39,19771209, , thomas, summers, nsw, ,3073,62, totterdell street, mystra, 2 09511605,9045565,9
,,,,,,,,,,,,,,,
   ser, ,26,19900303, ms, lauren, hovat, nsw, beresfield,3015,23, cooks street, , 02 03901327,9615886,0
,,,,,,,,,,,,,,,
   usa, f,35,19810909, , shaun, orr, vic, lima,4570,36, laptz close, redwood village, 08 82494683,3566231,1
,,,,,,,,,,,,,,,
   nor, f,44,19720422, , dominic, gritdal, nsw, leichhardt,3137,63, bandulla street, , 07 38844168,1555898,4
,,,,,,,,,,,,,,,
   eng, ,30,19860512, , tyler, jephson, , orelia,7469,48, ampt place, cranford, 08 17780561,5711083,3
,,,,,,,,,,,,,,,
 chi, f,23,19930413, , matisse, chi h, sa, mypolonga,3266,16, wynn place, , 07 16420504,5385979,9
,,,,,,,,,,,,,,,
 usa, f,40,19760805, pfc, lachlan, mcneil, tas, oyster cove,2261,17, bungonia street, , 617 38842574,2089347,0
,,,,,,,,,,,,,,,
 usa, f,28,19880102, , evan, chen, vic, bright n road,3038,5, disney court, cedar oaks, 8 81720410,9846613,4
,,,,,,,,,,,,,,,
   eng, ,24,19920303, , alaiyah, hardwick, qld, holland park west,2286,153, alpen street, bradbury shopping centre, 03 95200993,5865767,5
,,,,,,,,,,,,,,,
 chi, m,31,19851231, ms, hannah, on, vic, tre co,4214,7, house circuit, , ,4797641,7
,,,,,,,,,,,,,,,
 usa, ,30,19861019, pfc, dylan, little, nsw, mongarlowe,4020,1, finniss crescent, elamon cottage, 07 57041010,7736085,0
,,,,,,,,,,,,,,,
 ger, ,24,19921015, , alexander, angerhausen, gld, didcot,3352,40, marconi crescent, , 3 32247335,5153591,1
,,,,,,,,,,,,,,,
 chi, f,8, , ms, jake, qiao, , allora,4055,364, bellingercircuit, , 04 59692824,5200774,5
,,,,,,,,,,,,,,,
 usa, m, ,19610218, mr, aleesha, hurley, nsw, pullabooka,3206,1, hardman street, pyramid caravn park, 04 32094769,1528528,1
,,,,,,,,,,,,,,,
 unk, , ,19820221, dr, nicholas, sckel, ns, wardell,5242,314, bussell crescent, , 03 93442410,6254346,3
,,,,,,,,,,,,,,,
   eng, f, ,19890721, , jake, hogarth, vic, blowhard,2570,69, walsh place, locn 2830, 08 56628170,5807618,2
,,,,,,,,,,,,,,,
   ind, m,29,19870923, , alana, sambandan, nsw, lismore,2880,5, bonney street, legacy units, 02 61027375,7481063,6
,,,,,,,,,,,,,,,
 ind, f, ,19770313, , madeleine, nishit, sa, ,2096,48, unaipon avenue, berady, 7 63409593,5989777,5
,,,,,,,,,,,,,,,
 chi, f,28, , , tyron, po, qld, soudh yaamba,3976,7, tazewell circuit, pontibah, 3 28906100,7156860,3
,,,,,,,,,,,,,,,
 dan, m, ,19820903, , brett, hjelmslev, vic, armidale,3226,56, , , 8 55218163,7581604,7
,,,,,,,,,,,,,,,
   , f, ,19540109, , joshua, nguyen, nsw, brookvale,3976,10, custance street, , 612 52941812,9550523,3
,,,,,,,,,,,,,,,
   usa, ,30,19860305, , crystal, merritt, sa, wanbi,2153,28, farncomb place, , ,9809803,5
,,,,,,,,,,,,,,,
   chi, f, ,19480615, , emma, nie, , ferndale,3115,5, ridley street, the blackhut, 02 83740286,3911871,2
,,,,,,,,,,,,,,,
 jap, m, ,19280517, , jye, okubo, qld, deebing heights,4207,86, darambal street, , 3 25552385,7411987,1
,,,,,,,,,,,,,,,
 unk, f,29,19870312, , tommi-lee, scinto, sa, port adela:de,2795,40, crick place, mayfair, 7 41267844,2530001,6
,,,,,,,,,,,,,,,
   chi, f,25,19910708, , katelyn, bi, nt, elliott,4152,56, rowley place, , 3 69547907,5730853,6
,,,,,,,,,,,,,,,
   usa, ,33,19831231, , , klein, vic, grenfell,3169,1, brimage place, , 8 94303660,1024568,3
,,,,,,,,,,,,,,,
 usa, f, ,19611002, dr, april, villarreal, , cranbourne,2430,152, , , 02 31344769,8729862,2
,,,,,,,,,,,,,,,
   unk, m, ,19870723, ms, david, schwanke, wa, banksiadale,2464,22, browne place, rsm 327, 08 60165215,6501933,8
,,,,,,,,,,,,,,,
 chi, ,31, , sgt, joshua, mi, vic, heywood,4017,164, ross smith crescent, , 02 36801368,8124440,3
,,,,,,,,,,,,,,,
 ger, f,24,19920419, , kane, flegmann, vic, regentville,3289,19, investigator street, , 612 43989363,8628838,2
,,,,,,,,,,,,,,,
 eng, m, ,19450108, mr, bethany, akers, vic, maribyrnong,5422,19, burn street, , ,9733167,0
,,,,,,,,,,,,,,,
 unk, f,30,19860827, , daniel, straw, nsw, lake illawarra,2176,25, , norfolk e state, 612 44450797,8577418,0
,,,,,,,,,,,,,,,
   eng, f, ,19880407, mr, vianca, witherspoon, sa, montacute,5280, , petterd street, , 07 71635731,1194124,9
,,,,,,,,,,,,,,,
 sri, f, , , , isobel, wijesinghe, nsw, bolivia,811,267, farncomb place, , 02 92299510,9830308,2
,,,,,,,,,,,,,,,
 fin, ,33, , , emiily, hÄnnenen, vic, glendale,2315,5, scahivener street, summer hill, 8 08812243,2782321,1
,,,,,,,,,,,,,,,
   eng, f,24,19920930, ms, ryan, kitchen, qld, glenmoral,3144,364, , gwandalan, 613 51662709,6295397,5
,,,,,,,,,,,,,,,
   eng, f,32,19840915, , darcie, acker, , werrington,2222,55, throssell street, mirilla, 04 92849540,9970503,0
,,,,,,,,,,,,,,,
   usa, f,38,19781011, , aloysius, mcmahon, qld, newmarket,2060,21, sheaffe street, kellhaven, 613 40875266,3475324,6
,,,,,,,,,,,,,,,
 unk, f,31,19851205, , lachlan, aani, nsw, greta,6154,28, hallstrom circuit, , 02 15502530,5071661,9
,,,,,,,,,,,,,,,
 ina, f,29,19871123, mr, grace, lie, vic, bunbardha,2016,23, hindmarsh drive, topview, 8 09762029,8384239,3
,,,,,,,,,,,,,,,
   afg, ,34,19820303, , olivia, dalazak, qld, rowes bay,5162,50, rumbelow court, , 613 79301882,1796798,5
,,,,,,,,,,,,,,,
 usa, f,38,19781011, , aloysius, mcmahon, qld, newmarket,2060,2, sheaffe street, kellhaven, 613 40875266,3475324,6
,,,,,,,,,,,,,,,
 chi, f, ,19280726, , cloe, luen, , o'sullivan beach,3910,8, tenison-woods circuit, brentwood vlge, 04 65096525,4469281,2
,,,,,,,,,,,,,,,
 ger, f,31,19850521, ms, patrick, gros, vic, tekoma,2440,210, northbourne avenue, , 618 07861065,5019509,9
,,,,,,,,,,,,,,,
   chi, ,29,19870820, , jordan, ngai, nsw, wirrinya,3550,27, , , 2 38084910,8743839,5
,,,,,,,,,,,,,,,
   chi, f,9,20070810, , bodhi, cong, vic, cambrian hill,2121,6, earle street, foxlea, 08 02512182,3261086,7
,,,,,,,,,,,,,,,
   unk, f, ,19461115, ms, kane, aaron, nsw, blenheim road,6051,55, jaeger circuit, , 612 09815609,8617014,8
,,,,,,,,,,,,,,,
   cze, f,29,19871115, , mitchell, novotna, vic, bailieston,2027,68, therry place, , 618 53619770,7774561,2
,,,,,,,,,,,,,,,
   unk, m,39, , pfc, brooke, strampher, qld, goomeri,4680,2, howitt street, villa 2, 04 45565706,2568397,2
,,,,,,,,,,,,,,,
 ser, f,28,19880415, ms, hanna h, batez, qld, crows nest,2806,15, parnell place, , 613 24872974,2852282,9
,,,,,,,,,,,,,,,
 ind, f,30, , , tar a, subbarat, nsw, wombarra,2265,72, gibbes place, cascades, 02 69226623,8405024,8
,,,,,,,,,,,,,,,
 iri, m,26,19900911, mr, nathan, treasy, , pimlico,2099,21, lynch street, , 07 02653063,8732653,1
,,,,,,,,,,,,,,,
   chi, f,35,19810520, , harrison, cheung, vic, cudgee,2222, , darwinia terrace, casuarina shoppingsqre, 8 62840471,7590139,3
,,,,,,,,,,,,,,,
   chi, f,26,19900722, ms, amelie, sung, wa, dumbarton,2810,24, marlock street, , 618 54282580,5457508,1
,,,,,,,,,,,,,,,
   ira, f,25, , ms, monique, fatemi, , molong,2196,3, oman place, yanagin, 07 75069394,2416519,7
,,,,,,,,,,,,,,,
 ind, m,26,19900508, , jessica, , nsw, bo bowing,4807,5, axon street, essex stud, 612 06194441,9845457,7
,,,,,,,,,,,,,,,
   usa, f,29,19870111, hon, sophie, cross, sa, yaninee,3076,24, burkitt street, glenlee, 617 96806336,8701217,4
,,,,,,,,,,,,,,,
   rom, f,28,19880404, ms, chelsea, gherea, nsw, rockdale,3068,24, strickland crescent, , 2 73497771,2446454,9
,,,,,,,,,,,,,,,
   hun, f,35,19810319, mr, kade, arpad, nsw, larras lee,5024,16, martin street, , 02 58933747,6091793,0
,,,,,,,,,,,,,,,
   unk, f,31,19851205, , lachlan, aani, nsw, greta,6154,28, hallstrom circuit, , 02 15502530,5071761,9
,,,,,,,,,,,,,,,
 , m, ,19240421, , jacqueline, green, vic, ballarat,3216,1, ferguson circuit, hillside farm, 8 67604806,9882215,2
,,,,,,,,,,,,,,,
 usa, m,26,19900716, , mikayfa, conner, sa, black hill,4702,14, westhoven street, clear creek cottage, 07 60027003,5437939,8
,,,,,,,,,,,,,,,
   unk, f,28, , ms, emiily, scoby, , ballarat,2145,4, hopetoun circuit, , 07 44184777,3902387,2
,,,,,,,,,,,,,,,
   nor, m, ,19950626, pfc, dylan, eftevang, qld, lundavra,2114,51, sowden street, rmbh 884, 03 54509076,2086426,2
,,,,,,,,,,,,,,,
 unk, , ,19250722, , abbe , scolastique, wa, boscabel,2281,24, chillagoe street, killarney, 08 68752603,8009740,0
,,,,,,,,,,,,,,,
 unk, f,32,19840425, , jessica, scirri, v c, dandenong,2327,35, herington street, , 8 51192825,1994848,0
,,,,,,,,,,,,,,,
   eng, f, ,19950319, , joshua, sauvage, wa, leeman,4350,24, dixson circuit, retirement village, 08 60538014,7147684,9
,,,,,,,,,,,,,,,
 eng, f, ,19810420, ms, alexandra, hampson, qld, buranda,6030,182, hurtleavenue, , 3 15057744,2180503,4
,,,,,,,,,,,,,,,
 ser, ,22,19940817, , lara, protic, qld, karina,4220,11, phillips place, valley fair, 3 59143489,1557005,3
,,,,,,,,,,,,,,,
 eng, f,24,19921204, ms, ruby, mclain, nsw, tascott,3555,6, neumayer street, , 02 07194932, 95 3499,1
,,,,,,,,,,,,,,,
 eng, f,32,19840915, , darcie, acker, , werrington, z222,55, throssell street, mirilla, 04 92849540,9970503,0
,,,,,,,,,,,,,,,
   ind, , ,19760607, ms, aiden, nailadi, qld, wivenhoe hill,3241,5, paul coe crescent, , 613 82589100,2597526,0
,,,,,,,,,,,,,,,
   eng, m,25,19910429, ms, , cristians, qld, virginia,5159,39, homburg street, , 3 92103421,7138722,0
,,,,,,,,,,,,,,,
   ind, f,29,19870710, , amy, dhrtiman, wa, greensborough,2334,279, gaunson crescent, , 08 30110212,7448376,2
,,,,,,,,,,,,,,,
   usa, f,32,19840803, ms, jack, suarez, nsw, woolloomooloo,4118,1, loftus street, ainslie house, 02 45112814,5643626,8
,,,,,,,,,,,,,,,
 eng, f,32,19840628, ms, georg, hawking, nsw, south west rocks,4352,132, lewin street, , 2 70249216,1893080,1
