 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
   eng, m,12,20040521, , brianna, braddock, qld, blackbutt,2430,29, worrall street, , 03 05931195,8403430,9
,,,,,,,,,,,,,,,
   fin, m,36,19800729, , matthew, halvoni, nsw, narromine,6051,13, strickland crescent, , 2 76703220,1970579,7
,,,,,,,,,,,,,,,
   cze, f,35,19810606, dr, joshua, kmet, nsw, carool,2604,24, weld street, , 612 98109681,8608627,2
,,,,,,,,,,,,,,,
   ger, ,35,19811122, ms, taliah, holtzmann, vic, willung south,3151,14, belconnen way, , 08 15993482,9524667,9
,,,,,,,,,,,,,,,
   unk, m,32, , mr, bree, abbetmeyer, nsw, guildford,2454,249, nicklin crescent, , ,7567990,2
,,,,,,,,,,,,,,,
   usa, f, ,19170310, ms, holly, gibbs, nsw, morans crossing,3016,6, arabana street, glenbach, 08 92367540,2049433,3
,,,,,,,,,,,,,,,
   eng, , ,19510606, ms, jessica, normanson, sa, cobdogla,4105,8, curlewis crescent, nyora, 617 62698622,5137102,4
,,,,,,,,,,,,,,,
   swe, ,27,19891130, , rhett, flogard, nt, darwin,4005,14, young street, , 03 55166099,4626605,7
,,,,,,,,,,,,,,,
   usa, f,30,19860103, , joshua, stanley, nsw, abbotsbury,6164,61, davis street, , 612 40112311,3750570,3
,,,,,,,,,,,,,,,
   eng, ,46,19700422, , travis, rupertson, nsw, windeyer,4347,32, fullerton crescent, , 612 41794257,4286653,9
,,,,,,,,,,,,,,,
   eng, ,33,19831228, , teneille, bourke, nsw, macmasters beach,6169,9, ashburner street, , 02 00032770,8939784,9
,,,,,,,,,,,,,,,
   , f,21,19950204, , dylan, kerley, vic, bowmans forest,7250,28, wybalena grove, brentwood vlge, 8 50028512,1570750,1
,,,,,,,,,,,,,,,
   eng, m,11,20051130, , kazuki, mcdougall, nsw, tocumwal,2116,68, tazewell circuit, meadowvale retrmnt vlge, 2 86621490,7404804,6
,,,,,,,,,,,,,,,
   iri, m,12,20040701, , , mcdermott, qld, berrinba,4152,140, scottsdale street, herbert river, 613 19061099,4111367,2
,,,,,,,,,,,,,,,
   usa, ,29, , , jacqueline, frazier, vic, cudgewa,2156,18, darling street, , 8 18150182,5313002,5
,,,,,,,,,,,,,,,
   eng, f, ,19850704, mr, ruby, moors, vic, yendon,2207,92, berne crescent, tintagel, 618 64901427,7804093,1
,,,,,,,,,,,,,,,
   pak, f,31, , ms, oliver, cheshti, vic, wanniassa,2750,2, , strathleven, 8 20228957,2353385,1
,,,,,,,,,,,,,,,
   usa, f,27,19890107, , brodie, melton, nsw, niangala,6155,38, howarth place, , 612 42802301,9549721,1
,,,,,,,,,,,,,,,
   unk, ,31,19850126, , indiana, aballon, sa, balhannah,3042,2, carrodus street, , 07 78039008,8534804,3
,,,,,,,,,,,,,,,
   eng, f,31,19850920, , mitchell, hambleton, qld, barlil,5076,35, kurundi place, , 03 66814641,1166849,6
,,,,,,,,,,,,,,,
   eng, f,27,19891006, pfc, tyler, paterson, nsw, rhodes,2165,19, cochrane crescent, wyrema, 02 23519384,4307818,4
,,,,,,,,,,,,,,,
   usa, f,36,19800528, , wilson, trujillo, nsw, sylvania waters,2600,28, tyenna close, , 612 04344056,8460762,4
,,,,,,,,,,,,,,,
   eng, f,28,19880307, , thomas, stidolph, nsw, asquith,2165,265, staaten crescent, , 02 99302343,6043548,9
,,,,,,,,,,,,,,,
   ser, m,35,19810111, , zachary, hukovic, vic, ,4520,57, oxley street, scalabrini vlg, 8 68600587,5811978,0
,,,,,,,,,,,,,,,
   ger, f,24,19920504, , amber, witmeyer, vic, gooramadda,3187,10, bray place, , 8 49082290,5496379,5
,,,,,,,,,,,,,,,
   unk, f,30,19860617, ms, isabella, scofield, vic, woodside,2540,19, byrne street, , 8 81655750,7061311,9
,,,,,,,,,,,,,,,
   por, ,27,19890428, mr, claudia, azevedo, nsw, eungai creek,3214,63, hayward street, , 612 49289485,3954423,4
,,,,,,,,,,,,,,,
   unk, m,32,19840715, , alexandra, aarcy, , eight mile plains,3136,47, lynd place, , 04 28298873,2734795,3
,,,,,,,,,,,,,,,
   eng, ,8, , , kane, bloxam, vic, ancona,2766,23, chowne street, , 618 91290032,3201563,9
,,,,,,,,,,,,,,,
   ser, f,27, , , claudia, bourek, nsw, back creek,5067,23, clermont street, , 02 48613454,1694045,6
,,,,,,,,,,,,,,,
   eng, ,30,19860724, , kimberly, alvey, nsw, humula,4870,174, morant circuit, , 02 22779333,1049753,7
,,,,,,,,,,,,,,,
   ind, ,26,19900924, mr, charlotte, govindasvamy, nsw, grose wold,2713,18, acacia place, , 04 51423120,9154255,7
,,,,,,,,,,,,,,,
   usa, f,30,19861225, , jessica, gillespie, , murgon,2526,54, marchant circuit, , 08 05830680,1837075,5
,,,,,,,,,,,,,,,
   eng, f,24,19920726, , benjamin, joiner, nsw, palm beach,3226,79, maurice place, mirilla, 04 17994661,7626060,8
,,,,,,,,,,,,,,,
   afg, f,23,19931105, ms, samuel, prhangi, nsw, lord howe island,4567,26, molloy crescent, moolooboola, 2 06707718,1488984,6
,,,,,,,,,,,,,,,
   unk, f, ,19440329, dr, casey, aarts, , lawson,4053,59, henry melville crescent, , 04 26150996,9463904,3
,,,,,,,,,,,,,,,
   ira, f, ,19381203, , michael, mohammadi, nsw, south turramurra,3047,19, sirius place, , 02 29184653,4060785,7
,,,,,,,,,,,,,,,
   chi, ,2,20140122, , thomas, kui, vic, epsom,6157,8, weavell place, , 8 55362026,4029602,4
,,,,,,,,,,,,,,,
 unk, , , , pfc, jaxin, aakre, , balranald,5097,10, mortlock c rcuit, , 02 03639767,7658874,3
,,,,,,,,,,,,,,,
   eng, f, ,19550904, , joshua, josephson, nsw, ,4211,39, baracchi crescent, , 612 57084924,2711677,1
,,,,,,,,,,,,,,,
   unk, m,36,19801020, pfc, samuel, abbetmeyer, wa, cold harbour,2450,27, boniwell street, , 08 40789758,3135534,2
,,,,,,,,,,,,,,,
   eng, f,20,19960227, , bianca, samuels, vic, albion park rail,6285,3, pitcairn street, , 08 39964471,7357618,9
,,,,,,,,,,,,,,,
   fin, f,23,19931202, mr, kelsye, kivelÄ, vic, willung south,2866,138, cargelligo street, , 08 28672318,5323671,6
,,,,,,,,,,,,,,,
   usa, f,28,19880102, ms, olivia, vang, sa, parafield gardens,2484,11, clyne place, kattamia, 7 25023659,9075629,5
,,,,,,,,,,,,,,,
   unk, f,23,19930427, ms, harry, scorsone, wa, warrenup,3088,473, mugglestone place, ardnevale, 8 08755402,8777496,3
,,,,,,,,,,,,,,,
   tha, f,32, , , lia, sophonpanich, vic, berwick,6062,6, nullagine street, morella farm, 08 15672178,6455811,0
,,,,,,,,,,,,,,,
   pol, f,22,19940201, , isabella, bem, vic, hawthorn,3380,6, nimbin street, berkeley vlge, 08 81460632,1004422,3
,,,,,,,,,,,,,,,
   chi, f,20,19961216, ms, ashleigh, ng, , pennant hills,3460,19, tiptree crescent, , 04 29181937,6025982,4
,,,,,,,,,,,,,,,
   sri, f,26,19901106, , , ratwatte?, wa, winkie,3133,29, preddey way, ellerside, 618 21290473,5744443,7
,,,,,,,,,,,,,,,
   jew, f, ,19740412, dr, finn, smashnova, nsw, camellia,7000,80, degraves crescent, , 2 84235720,5788511,1
,,,,,,,,,,,,,,,
   eng, ,25,19910809, , xavier, rigby, wa, ermington,3182,33, gardiner street, the swamp, 08 97936321,6270592,8
,,,,,,,,,,,,,,,
   unk, f,30,19861006, dr, nicholas, sclafani, qld, darling heights,6100,94, templestowe avenue, , 613 35388220,8697220,2
,,,,,,,,,,,,,,,
   usa, ,36,19801021, , kirra, zamora, vic, tamleugh,4183,31, florence taylor street, , 04 67987009,6690483,1
,,,,,,,,,,,,,,,
   eng, m,23, , , hannah, pressley, nsw, merewether heights,2324,3, , , 02 28054700,4608201,6
,,,,,,,,,,,,,,,
   chi, , ,19530824, , madison, sya, wa, ngunnawal,2067,41, piddington street, , 08 72520540,8302383,9
,,,,,,,,,,,,,,,
   iri, , ,19100630, , brooke, cavanaugh, sa, hayborough,5540,14, pocket avenue, , 617 11794448,6789017,8
,,,,,,,,,,,,,,,
   eng, f,37,19790827, mr, sarah, tennison, vic, tooborac,2145,29, campbell street, , 08 64058493,9729216,4
,,,,,,,,,,,,,,,
   ind, m,29,19870414, mr, joseph, mhambrey, wa, ambergate,3550,8, macgregor street, , 08 34508276,3188862,6
,,,,,,,,,,,,,,,
   unk, m, ,19131219, , georgia, scofield, nsw, seelands,2125,11, ovens street, , 02 64822157,8906354,5
,,,,,,,,,,,,,,,
   usa, f,27,19891102, dr, sophie, sykes, nsw, balmoral village,4551,8, bavin street, , 612 42764927,7593068,1
,,,,,,,,,,,,,,,
   usa, f,36, , ms, harry, pitts, qld, moranbah,2210,168, fitzroy street, tantallon, 613 55554198,6114684,8
,,,,,,,,,,,,,,,
   pak, f,34,19820518, mr, jordan, khar, wa, mocardy,3125,5, baskerville street, cave hill creek, 618 93598870,8213335,2
,,,,,,,,,,,,,,,
   usa, , ,19560329, , renai, england, , lower chittering,4800,106, totterdell street, , 08 72613589,9126583,0
,,,,,,,,,,,,,,,
   ger, f,35,19810129, , ruby, fallmerayer, qld, columbia,2439,83, lawrence wackett crescent, , 3 22044413,5595554,7
,,,,,,,,,,,,,,,
   ind, ,31,19851002, , taliah, chahal, nsw, uralba,2097,7, newton street, st francis vlge, 2 30616942,1551054,8
,,,,,,,,,,,,,,,
   unk, , ,19841230, , domenique, sclater, qld, greenmount,5014,35, summerland circuit, , 613 16093997,1712152,4
,,,,,,,,,,,,,,,
   eng, , ,19431012, , renai, sempers, wa, sutton forest,3691,250, soutar place, , 8 93345098,3980366,1
,,,,,,,,,,,,,,,
   pol, m,28,19880617, ms, jamie, dlugopolski, vic, footscray,4510,21, waller crescent, nindawarri, 618 09723823,1883281,2
,,,,,,,,,,,,,,,
   usa, m,33,19830225, ms, bella, moody, vic, blairgowrie,5113,22, marquet retreat, , 08 28212400,9013503,7
,,,,,,,,,,,,,,,
 unk, f,30,19860807, , jackson, strampher, vic, nullawarre,2604, , bonython street, burrarninga, 08 41060406,1317841,8
,,,,,,,,,,,,,,,
   usa, f,36,19800623, ms, tara, foreman, tas, nietta,3165,250, cockcroft avenue, , 617 28183870,4166290,7
,,,,,,,,,,,,,,,
   usa, m, ,19291203, mr, beau, perry, nsw, peak hill,5163,26, mcintyre street, , 612 20670783,3797653,3
,,,,,,,,,,,,,,,
   ind, f,35,19810925, pfc, sascha, saighiridhar, vic, katunga,2452,29, mortlock circuit, , 08 77444132,4648769,6
,,,,,,,,,,,,,,,
   eng, f,28,19881019, , molly, traves, sa, torquay,5068,190, ey place, chobe, 07 38290357,6394852,6
,,,,,,,,,,,,,,,
   unk, ,31, , , tanyshah, strampher, nsw, robina,2324,23, webster street, , 2 98921162,4522753,3
,,,,,,,,,,,,,,,
   chi, m, , , , shelby, gau, vic, benarch,2170,8, thomas hales place, , 08 63683036,5887977,8
,,,,,,,,,,,,,,,
   chi, f,25,19910131, ms, laura, awyeung, wa, naraling,2212,6, stow place, unt 2, ,5500134,0
,,,,,,,,,,,,,,,
   eng, f,22,19941217, , catherine, matheson, qld, east haldon,6150,2, sheehan street, port 4, 3 97760233,1735138,2
,,,,,,,,,,,,,,,
   jew, m,22,19940118, , emerson, bamberger, qld, woodridge,2428,1, mchale place, cape clear, 613 49176712,7654817,5
,,,,,,,,,,,,,,,
   chi, f, ,19450924, ms, amy, chien, , midland,2021,53, pelloe place, , 03 09171265,8795486,9
,,,,,,,,,,,,,,,
   usa, ,33, , , eden, joyner, tas, devon hills,5007,173, lewin street, little forest, 07 86436531,3936503,1
,,,,,,,,,,,,,,,
   usa, f,37,19790122, , charlie, , vic, gormandale,4702,8, wyatt street, , 8 00666450,6553190,9
,,,,,,,,,,,,,,,
   jap, ,28,19880920, , tristan, kimura, qld, budgee,2650,38, badimara street, , 03 36835704,2078465,1
,,,,,,,,,,,,,,,
   sri, f,26,19900817, ms, jack, zoysa, , ,3095,9, hoddle garden, , 07 10988785,4572601,9
,,,,,,,,,,,,,,,
   eng, , ,19500219, , taliah, harden, nsw, nerriga,4566,33, longstay village, , 2 02657736,2183585,4
,,,,,,,,,,,,,,,
   chi, f,8,20080308, , noah, pat, nsw, hamilton south,3124,22, macarthur place, chobe, 02 04172611,5331388,3
,,,,,,,,,,,,,,,
   unk, f, ,19410508, ms, daniella, scinto, , regents park,3124,6, ferguson circuit, keanor, 04 50108492,1740172,3
,,,,,,,,,,,,,,,
   por, f,27,19891207, mr, ellie, pessao, tas, trevallyn,2614,15, jackie howe crescent, wal 53581, 07 46130683,2305091,7
,,,,,,,,,,,,,,,
   usa, m,19, , ms, oliver, cabrera, vic, innaloo,3087,14, ringrose crescent, , ,7622107,5
,,,,,,,,,,,,,,,
   eng, f,35,19810614, , sam, moors, qld, broken river,5212,20, abercorn crescent, , 03 10307893,8241578,6
,,,,,,,,,,,,,,,
   ser, m, , , , michael, aremovic, sa, hamilton,6053,56, spafford crescent, wihareja street, 07 24341557,1967938,8
,,,,,,,,,,,,,,,
   , f,21, , ms, natalee, wilkins, vic, templestowe,2400,4, mcclure street, cowary station, 08 16981582,8621636,8
,,,,,,,,,,,,,,,
   unk, m,10,20061010, , kailey, aarcy, vic, mount moriac,2526,83, conolly place, peninsula retrmt vlge, 08 50173883,5853966,9
,,,,,,,,,,,,,,,
   por, ,10,20060113, , keely, vidigal, , allawah,4625,1, mcclelland avenue, wee wilbertree, 04 05170501,2142660,3
,,,,,,,,,,,,,,,
   eng, m,11,20051102, , claudia, adamson, , toowoomba,5263,43, cavenagh place, , ,4634817,9
,,,,,,,,,,,,,,,
   eng, , ,19551119, ms, thomas, haywood, nsw, burleigh heads,2261,32, walker crescent, jacqoona station, 02 39488943,4890416,1
,,,,,,,,,,,,,,,
   eng, f,8,20080215, ms, emiily, hallman, nsw, bombala,6053,25, phillip avenue, , 612 58339015,6075059,5
,,,,,,,,,,,,,,,
   usa, m,34,19820220, mr, thomas, rivers, nsw, laughtondale,5253,20, culgoa circuit, , 08 86034029,8043407,8
,,,,,,,,,,,,,,,
   eng, m,20,19960922, , jesse, akers, wa, blacktown,3028,2, duffy street, brentmont park, 8 96537081,3876977,4
,,,,,,,,,,,,,,,
   fre, f,23,19930421, pfc, sam, poudrier, , kuraby,2756,11, o'connor circuit, , 03 53673041,8944836,2
,,,,,,,,,,,,,,,
   ser, m,31,19850311, , tyler, bronkovic, nt, coonawarra,3076,48, hirschfeld crescent, , 02 06810255,2732291,6
,,,,,,,,,,,,,,,
   unk, f,31,19850126, ms, nicholas, strawbridge, nsw, bangalow,2049,254, schaffer place, rosetta village, 02 21273467,4647839,5
,,,,,,,,,,,,,,,
   eng, m,21,19951024, ms, amber, ryder, nsw, maryborough,2529, , d'hage court, oak valley, 612 68101964,3027964,7
,,,,,,,,,,,,,,,
   eng, f,12,20041230, , harvey, hawk, act, watson,2147,1, fawkner street, redlands, 612 09716020,4822361,3
,,,,,,,,,,,,,,,
   unk, m,36,19800808, , , stranger, nsw, willetton,4011,388, schlich street, bunavon, 612 16724276,6623695,9
,,,,,,,,,,,,,,,
   eng, m,35,19810908, , amelia, earl, qld, homestead,3156,29, onslow street, , 3 78293433,5768337,2
,,,,,,,,,,,,,,,
   unk, ,37,19790507, mr, sarah, strapp, , warnbro,2602,168, melba street, , 04 74607322,5644644,4
,,,,,,,,,,,,,,,
   usa, f,23,19931016, ms, samir, roberson, qld, bayswater,3825,114, macnaughton street, lindisfarme, 3 07858745,8834955,8
,,,,,,,,,,,,,,,
   usa, ,35,19810209, , teaha, walton, wa, nairibin,4272,52, madigan street, , 08 64010969,6218423,8
,,,,,,,,,,,,,,,
   unk, , ,19381208, , annalise, strawbridge, vic, caroline springs,5042,6, curlewis crescent, kandahar, 08 70295361,4214299,6
,,,,,,,,,,,,,,,
   fin, f,22,19940912, hon, , koivunen, vic, strathdownie,6027,9, paschke place, kalooca, 08 91741948,5358718,2
,,,,,,,,,,,,,,,
   eng, m,27,19891223, , madeleine, hutson, qld, gargett,4051,4, dobell circuit, , 03 40939870,6886047,4
,,,,,,,,,,,,,,,
   usa, m,24,19920619, , thomas, carney, nsw, purfleet,2880,315, skertchly place, , 02 90932067,9992900,4
,,,,,,,,,,,,,,,
   cze, f,36, , mr, alana, vasicak, nsw, clarendon,6330,27, allwood street, , ,5859465,5
,,,,,,,,,,,,,,,
   eng, f,25,19910423, , lachlan, winfield, nsw, kimbriki,4721,8, calder crescent, , 02 82446865,5530810,4
,,,,,,,,,,,,,,,
   usa, , ,19331129, mr, annabelle, kirby, nsw, mount george,4702,11, moulden court, white house, ,1027421,2
,,,,,,,,,,,,,,,
   usa, f,20,19960612, , dylan, norton, nsw, coramba,2291,11, gladstone street, , 2 34794844,7935054,9
,,,,,,,,,,,,,,,
   wel, f,35,19810220, hon, mikaela, tidder, sa, salisbury,4500,329, salsola street, , 07 61341707,2331691,8
,,,,,,,,,,,,,,,
   eng, f,31,19850319, , bailey, stoddard, nsw, sandy hollow,2219,3, davidson street, mayflower retrmnt vlge, 612 34879856,5068946,2
,,,,,,,,,,,,,,,
   unk, ,30,19861101, , jaykob, abbondandola, vic, hexham,2015,3, berghofer court, , 8 68098049,1417479,7
,,,,,,,,,,,,,,,
   usa, m,10,20060117, ms, ella, baldwin, nsw, nemingha,4107,13, , rockley, 612 16582435,4883448,6
,,,,,,,,,,,,,,,
   unk, f,26,19900113, ms, joshua, streich, qld, colinton,2295,95, mcintyre street, , ,3511461,4
,,,,,,,,,,,,,,,
   ger, ,26,19900314, ms, hayley, rohwer, qld, wondai,810,18, sheehy street, , 3 61460845,1186376,6
,,,,,,,,,,,,,,,
   usa, , ,19060819, ms, michael, berg, qld, hughenden,6065,66, dennis street, cremona stud, 613 90148934,3524912,7
,,,,,,,,,,,,,,,
   usa, , ,19200923, ms, tristan, faulkner, nsw, hartley,3135,66, liverpool street, ferndale, 612 32867994,7120581,6
,,,,,,,,,,,,,,,
   ger, ,31,19850626, ms, benedict, huthwohl, , chelsea heights,2614,34, mcintyre street, , 03 83571587,8248076,4
,,,,,,,,,,,,,,,
   eng, f, ,19470530, ms, charlie, speight, , magill,2250,162, house circuit, , 04 99969680,4314952,1
,,,,,,,,,,,,,,,
   eng, f,39,19771211, , jack, michaels, nsw, ashley,2219,262, charlton crescent, , 612 50286697,2954002,2
,,,,,,,,,,,,,,,
   chi, f,26,19900907, , christian, ywan, , oakden,3170,1345, alanson place, , 07 24433148,4920312,7
,,,,,,,,,,,,,,,
   unk, ,38,19780921, , noah, scopel, nsw, windsor,2261,4, pinkerton circuit, , 612 98748417,3023227,8
,,,,,,,,,,,,,,,
   usa, ,38,19780223, , jessica, daugherty, nsw, kearsley,3084,5, norman street, , 612 10015889,9168446,2
,,,,,,,,,,,,,,,
   swe, f, ,19310428, , angelica, , vic, rosanna,3149,252, laver place, , 8 82101407,8555292,3
,,,,,,,,,,,,,,,
   rom, f,8, , , katelyn, Şerban, vic, san remo,3038,3, kinsella street, karinga park, 08 35970420,6176757,2
,,,,,,,,,,,,,,,
   cze, , ,19950413, ms, lily, janku, nsw, coal point,2145,55, rohan street, , 2 89203633,1055896,9
,,,,,,,,,,,,,,,
   cze, f,31,19850521, dr, liam, dzurenda, nsw, crooble,4812,1338, abercrombie circuit, , 612 09868267,4827863,9
,,,,,,,,,,,,,,,
   chi, ,28,19880801, , jesse, bau, sa, penfield,5023,71, barraclough crescent, , 617 21690756,9556704,3
,,,,,,,,,,,,,,,
   eng, f, ,19391220, pfc, cade, midgley, vic, metung,870,17, winser crescent, parry hse, 08 68820786,2742233,5
,,,,,,,,,,,,,,,
   ind, , ,19560811, , harry, madnani, nsw, woronora,2031,22, clucas place, the manor garden, 612 63820070,5308245,5
,,,,,,,,,,,,,,,
   rus, f,19,19971019, , caitlin, ivanyshyn, , morwell,3132,8, jondol place, little forest, 08 31364796,4482446,2
,,,,,,,,,,,,,,,
   ind, f,10,20060827, mr, jarred, samit, wa, menora,2135,1, augustus way, , 08 51031023,4518457,8
,,,,,,,,,,,,,,,
   wel, f,28,19880709, , madison, folland, qld, buccan,5162,38, halford crescent, , 613 66822583,1938898,7
,,,,,,,,,,,,,,,
   , f, ,19321220, , kallie, rannie, nsw, jindabyne,2550,28, richter close, , 612 51897871,3373990,9
,,,,,,,,,,,,,,,
   eng, m, ,19620122, , zane, patrickson, vic, nariel valley,2621,37, rene street, , 02 39877410,8918991,1
,,,,,,,,,,,,,,,
   ind, f,30,19860309, , tara, pushkala, wa, castletown,2036,106, rosman circuit, , 8 72065061,6973907,7
,,,,,,,,,,,,,,,
   usa, f,35,19810817, , freya, olsen, vic, mia mia,2617,12, carstensz street, , 8 76058730,9500004,4
,,,,,,,,,,,,,,,
   eng, f,35,19810220, , elly, hodson, vic, toolong,4215,45, irvine street, , 8 85344986,2814580,9
,,,,,,,,,,,,,,,
   eng, m,31, , , maggie, hogarth, , ferny creek,2234,46, ebden street, yarandoo wing, 03 72385410,1127330,9
,,,,,,,,,,,,,,,
   usa, m,29,19870629, mr, madeline, walls, sa, kalbarri,2641,3, blackett crescent, , 617 18392414,4916550,7
,,,,,,,,,,,,,,,
   unk, f, ,19280606, , zac, abbitt, qld, mount gardiner,6016, , alpen street, , 03 96856297,3755633,0
,,,,,,,,,,,,,,,
   ind, m,29, , mr, hannah, shivnani, nsw, horsley,4019,505, tazewell circuit, , 02 92945769,8030038,3
,,,,,,,,,,,,,,,
   ara, m, ,19620711, mr, adam, buqayrah, vic, dookie college,2650,2, mackennal street, , 8 69055961,9341996,7
,,,,,,,,,,,,,,,
   ira, ,39,19770119, , flynn, soleimani, , dawesville,2148,29, dirrawan garden, , 08 85702128,8429605,4
,,,,,,,,,,,,,,,
   , ,33,19830426, ms, brigette, byers, vic, baranduda,2611,14, dryandra street, , 8 20887504,4852459,8
,,,,,,,,,,,,,,,
   jew, ,24,19920924, , grace, wirth, vic, euroa,6000,5, woollum place, iowanna, 618 32328650,9116632,3
,,,,,,,,,,,,,,,
   ser, f,23,19930812, pfc, jinni, zerec, vic, great western,2536,22, carruthers street, , 8 89399054,7648268,9
,,,,,,,,,,,,,,,
   ser, ,19,19971220, , nicole, lakovic, tas, maribyrnong,2226,238, angophora street, , 7 00655519,9175983,0
,,,,,,,,,,,,,,,
   dut, f,39,19770822, ms, amber, vandeberg, , paralowie,2076,358, chandler street, , 03 40722874,9395441,9
,,,,,,,,,,,,,,,
   nor, f,34,19820121, , liana, rupertsson, nsw, congewai, ,6, darwinia terrace, , 2 73131321,1741077,6
,,,,,,,,,,,,,,,
   ser, ,23,19930227, mr, connor, majic, vic, shoreham,6107,11, mt warning crescent, dawlish, 08 21367994,4824238,7
,,,,,,,,,,,,,,,
   usa, m,30,19860525, mr, mitchell, bass, qld, tingun,4670,41, morrell place, , 3 95569103,2943274,2
,,,,,,,,,,,,,,,
   usa, m,21,19950613, , isabella, hawkins, nsw, goolma,2160,25, shumack street, , 2 80945338,4584680,6
,,,,,,,,,,,,,,,
   , f,24,19920708, , madelyn, , qld, cranbourne north,3806,115, rapke place, ellice hill este, 613 07583090,6034761,4
,,,,,,,,,,,,,,,
   jap, f,42,19741206, , lachlan, kamata, vic, mortlake,2620,81, walker crescent, , 8 20855257,1865875,4
,,,,,,,,,,,,,,,
   unk, f, ,19090730, , hannah, strawbridge, vic, northland centre,4680,1, condamine street, , 08 26410785,4158892,3
,,,,,,,,,,,,,,,
   eng, ,34,19821223, , liam, nathanson, vic, dingley village,3352,16, colmer street, edrington park re, 618 91833275,9060675,5
,,,,,,,,,,,,,,,
   unk, f, ,19330308, , thomas, scjum, nsw, sefton,3068,66, hurley street, , ,3929959,6
,,,,,,,,,,,,,,,
   , , ,19530410, dr, solomon, nguyen, vic, rosedale,2166,224, bennett place, , 8 62207918,9681242,5
,,,,,,,,,,,,,,,
   eng, ,25,19911227, mr, emalene, patrickson, qld, mondure,3133,23, kinchela crescent, , 3 25913884,5775806,7
