 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
   , f,30,19860224, mr, mikayla, hand, nsw, nunawading,4854,8, newdegate street, brentwood vlge, ,8449205
,,,,,,,,,,,,,,
   tha, f,27,19891104, , jacob, kriangsak, qld, westcourt,4556,34, o'sullivan street, , 3 51019853,7667811
,,,,,,,,,,,,,,
   usa, f,11,20050618, , tiahnee, roberts, vic, , ,14, ashkanasy crescent, , 8 34180721,8384998
,,,,,,,,,,,,,,
   usa, ,19,19970925, ms, hannah, goff, vic, patchewollock,2340,37, burdett crescent, , 618 99816048,8353385
,,,,,,,,,,,,,,
   eng, ,34,19820930, mr, tanar, archer, vic, dromana,2088,14, oxley street, , 618 36300786,6219895
,,,,,,,,,,,,,,
   unk, f,38,19780310, ms, bailey, aani, sa, stanhope,2617,13, tyrrell circuit, , 07 42997728,1287459
,,,,,,,,,,,,,,
   eng, f, ,19971108, mr, charlee, mcneill, vic, south melbourne,3280,2, pyke place, braiden, 08 67197867,5432329
,,,,,,,,,,,,,,
   eng, f, ,19870612, , brooke, granger, , amiens,6152,27, pandanus street, , 02 12302016,5415207
,,,,,,,,,,,,,,
   chi, ,35,19811012, pfc, marcus, fang, vic, borung,2159,7, antill street, , 618 42106362,8619845
,,,,,,,,,,,,,,
   eng, f,29, , , carla, tracy, , yeronga,7258,2, kenyon circuit, tathra, 08 60687469,6966923
,,,,,,,,,,,,,,
   iri, ,29,19870216, ms, zachary, whalen, vic, kirwan,3053,60, whatmore court, , 08 47645709,9274226
,,,,,,,,,,,,,,
 vie, f,29,19871222, ms, lachlan, vu, tas, red hi ls,4879,7, a'beckett street, windy gully, 07 94834544,6905892
,,,,,,,,,,,,,,
   ind, f, ,19221108, , lara, hundal, nsw, killarney heights,6024,33, scrivener street, chellow dene, 2 75218860,2302410
,,,,,,,,,,,,,,
   usa, f,13,20030911, , rohan, mendez, vic, patchewollock,6155,61, balfour crescent, annandale hill, 8 80521382,2784678
,,,,,,,,,,,,,,
   ger, f, ,19931114, dr, emiily, lubitsch, qld, wallacia,2155,9, william hudson crescent, , 02 52424293,8962185
,,,,,,,,,,,,,,
   unk, f,30, , , timothy, aaron, vic, hedley,3357,17, withers place, , 8 40274131,7114674
,,,,,,,,,,,,,,
   chi, m,30,19860626, , jasper, chim, vic, yackandandah,2481,4, colebatch place, sea horses, 04 44954236,1941826
,,,,,,,,,,,,,,
   usa, f,31,19850216, , jessica, calderon, qld, bungil,6101,314, blackman crescent, , 03 09672837,7361300
,,,,,,,,,,,,,,
   unk, f,37,19790306, mr, luke, abadi, nt, wanguri,3172,118, mackenzie street, , 613 38965138,9120791
,,,,,,,,,,,,,,
   unk, f,41,19750113, , keahley, aakre, qld, wooderson,2603,33, finey close, , 3 86421082,1950348
,,,,,,,,,,,,,,
   ger, f, ,19640808, ms, julia, wedekind, qld, central queensland university,6642,33, st john crescent, gonzaga, 02 29721835,1524073
,,,,,,,,,,,,,,
   usa, ,31,19850220, ms, jessica, brown, , carnegie,3104,7, currong street, woodsong, 03 71006346,6526899
,,,,,,,,,,,,,,
   ind, f,20,19960111, , bailey, giridhara, qld, jamboree heights,7250,47, clive steele avenue, quinkin ponds, 3 86280718,2756896
,,,,,,,,,,,,,,
   chi, f,12,20040923, , cooper, jou, vic, brunswick west,2431,2, groom street, , 8 00022850,4041991
,,,,,,,,,,,,,,
   unk, f,33,19830416, ms, liam, scoby, nsw, claymore,3182,8, verbrugghen street, , 2 58899975,4742418
,,,,,,,,,,,,,,
   chi, f,21,19950824, , william, liang, , tarragindi,5035,260, walhallow street, , 07 97348710,1223095
,,,,,,,,,,,,,,
   usa, m,12,20040205, , jai, wiley, nsw, bonshaw,3085,18, burnie street, , ,2253179
,,,,,,,,,,,,,,
   ind, f, ,19500409, , devan, umakanta, vic, kimba,6018,666, massey street, kilacloran, 618 11393996,8397128
,,,,,,,,,,,,,,
   unk, f,42,19740425, , jacob, scopel, nsw, collie,2170,10, maxworthy street, , 2 46649466,7540717
,,,,,,,,,,,,,,
   usa, , , , hon, samuel, patterson, nsw, brocklehurst,3380,140, david street, , 2 98184505,7425485
,,,,,,,,,,,,,,
   ina, m,38,19780623, ms, alexandra, kurniawan, vic, blind bight,2207,6, duncan street, , 08 23770663,7938772
,,,,,,,,,,,,,,
   eng, ,33,19830208, , kelsey, hermanson, sa, banksia park,7116,7, guthridge crescent, , 08 82407721,1424756
,,,,,,,,,,,,,,
   unk, f,35,19810318, ms, gracie, abadi, nsw, georgica,2077,7, hertz place, , 02 43333539,8358287
,,,,,,,,,,,,,,
   usa, f,22,19940116, ms, max, robbins, qld, highbury,3931,13, morant circuit, perry park hostel, 613 48248968,6747600
,,,,,,,,,,,,,,
   unk, f, , , pfc, jack, schwanke, nsw, wirrinya,2285,15, akhurst grove, moranbah, 612 29428896,9818929
,,,,,,,,,,,,,,
   ger, m,29,19870413, , casey, , nsw, lue,6714,118, cowper street, kepnock grove retirement centre, 612 06053971,3253292
,,,,,,,,,,,,,,
   usa, ,11,20050324, , jack, house, qld, fitzgibbon,4017,39, captain cook crescent, brinjarry, 613 76427797,5689257
,,,,,,,,,,,,,,
   ger, f,29,19871119, , riley, wollheim, , beeliar,2583,33, pringle street, , 03 78515757,3320850
,,,,,,,,,,,,,,
   eng, m,34,19820710, , harry, hawk, nt, darwin mail centre,3012,259, walton street, , 03 47157384,3320344
,,,,,,,,,,,,,,
   chi, f,19,19970722, mr, caitlin, jan, wa, maddington,2880,7, baldwin drive, thurlstone, 8 23180488,8260779
,,,,,,,,,,,,,,
   usa, f,29,19870906, , paul, mccarthy, nsw, greenacre,2068,737, alston street, raymond terrace market place, 2 04568206,9740662
,,,,,,,,,,,,,,
   usa, f,27,19890103, , chloe, woods, act, kambah,4215,21, feathertop street, , 612 88159560,1570484
,,,,,,,,,,,,,,
   unk, m,33,19831204, , jaime, abat, , camperdown,4030,31, english court, yarren, 03 94519419,6112687
,,,,,,,,,,,,,,
   eng, f,27,19890325, , isabel, southers, nsw, stroud road,3158,3, ryrie street, the mall, 612 15082570,3944020
,,,,,,,,,,,,,,
   usa, f,29,19870731, , tegan, moss, nsw, breakfast point,2170,42, nunan crescent, , 612 10846658,5815089
,,,,,,,,,,,,,,
   eng, , , , ms, harvey, pound, vic, summer hill,4113,64, cowan street, , 08 25179685,9631362
,,,,,,,,,,,,,,
   eng, , ,19820302, ms, kyle, martins, wa, rocky gully,2210,33, hopetoun circuit, , 08 85170414,3192893
,,,,,,,,,,,,,,
   ind, f,30,19860914, ms, charlotte, thukral, nsw, bellangry,4169,70, wambool street, strathalynne, 02 04964817,4302407
,,,,,,,,,,,,,,
   eng, ,30,19860724, ms, abby, , qld, great keppel island,3095,72, lorne place, kingway tourist park, 613 29761288,1987202
,,,,,,,,,,,,,,
   ind, f,38,19780423, , lachlan, bhardhwaj, sa, moonta mines,2119,33, gruner street, alnwick, 7 64332641,6122486
,,,,,,,,,,,,,,
   usa, m,24,19921107, , lucy, kane, , campbelltown,3170,20, ardlethan street, , 03 04034618,9481391
,,,,,,,,,,,,,,
   usa, f, ,19230212, , alisha, robbins, vic, doncaster,2617,32, yallourn street, lucerne park, 618 02862012,8431192
,,,,,,,,,,,,,,
   chi, f,30,19861223, mr, connor, yam, vic, cranbourne south,3167,7, campbell street, mermaid plaza dental centre (cnr gold co, 08 26331129,4743445
,,,,,,,,,,,,,,
   eng, f, ,19520314, ms, alexander, brigham, qld, blairmore,3152,6, notting court, unt 1, 3 86139038,2985892
,,,,,,,,,,,,,,
   unk, f,25,19910701, , jonathon, scolastique, wa, drysdale,3204,6, allport street, , 618 58552454,6340465
,,,,,,,,,,,,,,
   , f,8,20081029, , madeleine, stephenson, qld, rowes bay,3071,818, hinkler street, flower growers, ,1772019
,,,,,,,,,,,,,,
   , f,30,19860908, mr, montana, wilkins, nsw, bungarby,2799,18, tinderry circuit, croftby lake, 612 66021914,2332554
,,,,,,,,,,,,,,
   ger, ,13,20030801, ms, hannah, teichmann, , sussex inlet,4118,4, boyland close, argyle, 07 40288582,4715437
,,,,,,,,,,,,,,
   , f,37,19791014, , jessica, rosa, , cronulla,4032,30, glossop crescent, , 07 80394112,6299960
,,,,,,,,,,,,,,
   ina, f,29,19870518, mr, taylah, lie, vic, boolarra,3350,29, samuel close, , 08 41867704,2349089
,,,,,,,,,,,,,,
   eng, f, ,19640519, ms, shanaye, fairclough, nsw, bohnock,6102, , hellyer street, , 02 22817526,8468756
,,,,,,,,,,,,,,
   nor, , ,19370901, mr, desi, neilsen, nsw, burwood heights,5251,5, kitchener street, birkenau, 02 66597323,6054013
,,,,,,,,,,,,,,
   eng, f, ,19650831, , chelsea, adcock, qld, diwan,3844,36, jansz crescent, turon park, 613 61251771,5805133
,,,,,,,,,,,,,,
   usa, f,32,19840511, , tom, blackburn, wa, peaceful bay,2144,80, namatjira drive, , 08 44630199,6144029
,,,,,,,,,,,,,,
   jap, f,12,20040601, , rebecca, kyubei, sa, calca,2020,17, northmore crescent, , 07 36707872,9377395
,,,,,,,,,,,,,,
   chi, f,39,19770206, , cain, lau, , devonport,4075,41, kidman close, killarney park, ,1796413
,,,,,,,,,,,,,,
   chi, m,22,19940215, mr, yasmin, tan, nsw, glenwood,6021,25, jerrabomberra avenue, palm lake resort, 02 17348110,1099541
,,,,,,,,,,,,,,
   usa, ,24,19920309, , bronte, mays, nsw, trentham,4552,7, revell close, lamington national, 02 47482108,8466433
,,,,,,,,,,,,,,
   eng, m,7,20090731, , matthew, jepson, vic, kensington,2165,61, naas close, , 618 19421356,2774486
,,,,,,,,,,,,,,
   eng, f,29,19871221, , , senior, vic, whitlands,4740,5, wilkins street, , 08 61147473,8485308
,,,,,,,,,,,,,,
   ind, f,33,19830317, ms, chloe, potluri, , nunawading,3337,3, cuthbert circuit, glenferrie park, 04 23780694,3933432
,,,,,,,,,,,,,,
   eng, f, ,19940407, , georgia, tennyson, qld, hazeldean,3875,17, buckman place, , 3 18818854,7886623
,,,,,,,,,,,,,,
   pak, f,26,19900930, mr, cameron, menghal, sa, richmond,3660,139, hargrave street, st georges basin retrmnt vlge, 7 31009064,5182537
,,,,,,,,,,,,,,
   ind, f,31,19851010, pfc, roy, ramsundar, qld, hawthorne,4074,6, lansell circuit, , 613 61804222,3682400
,,,,,,,,,,,,,,
   usa, f,27,19890602, , jackson, osborne, , kingston,2232,5, streeton drive, , 07 15218429,2529083
,,,,,,,,,,,,,,
   eng, ,33,19830930, , sam, seymour, qld, wandal,4161,3, boronia drive, , 613 93688181,1179165
,,,,,,,,,,,,,,
   spa, m,40,19760912, , nathan, bermdez, vic, cranbourne south,3185,42, barron street, , 618 39145743,7032695
,,,,,,,,,,,,,,
   usa, f,34,19820725, ms, madeleine, russo, nsw, warwick farm,2027,13, castleton crescent, mayo, 2 20904195,8652420
,,,,,,,,,,,,,,
   pol, m, ,19340524, , joshua, cimonszewicz, qld, bray park,2177,81, eaglemont retreat, , 03 31151614,9023982
,,,,,,,,,,,,,,
   eng, ,22,19940802, , shakirah, shelby, nsw, ambarvale,7212,63, house circuit, kinkora village c/pk, 2 84501724,2297385
,,,,,,,,,,,,,,
   usa, f, ,19410227, pfc, liam, dawson, sa, gillman,3015,217, mackenzie street, , 07 42338903,6433975
,,,,,,,,,,,,,,
   nor, ,30, , , taylah, enger, act, oxley,6147,54, kogarah lane, , 2 82477862,1754765
,,,,,,,,,,,,,,
 unk, f,19,19970809, , alis a, scogin, qld, southtown,6064,38, heysen street, , 03 67942874,2171319
,,,,,,,,,,,,,,
   ara, m,28,19880226, mr, william, asiya, , bucasia,6233,12, clarkson street, , 07 13901544,4935464
,,,,,,,,,,,,,,
   hun, f,29,19870401, ms, emiily, burian, , kingston,3172,568, mclorinan street, , 04 23793585,2748952
,,,,,,,,,,,,,,
   unk, m,20,19961212, mr, liam, aaron, vic, somers,6028,35, heard street, kilvinton village, 8 94954266,7966497
,,,,,,,,,,,,,,
   ger, ,33,19830427, , madison, ondruj, qld, derrymore,3141,64, figg place, , 3 16044205,2185757
,,,,,,,,,,,,,,
   eng, f,12,20040521, ms, christopher, booner, act, pialligo,4164,1, ashby circuit, , 02 72360851,9200558
,,,,,,,,,,,,,,
   unk, f, ,19630202, mr, amy, stratou, , broadmeadows,2171,2, bon place, westella, 03 55862096,7326195
,,,,,,,,,,,,,,
   unk, ,33,19830720, ms, jack, aarts, act, forde,2300,26, narryer close, , 612 22325352,4091329
,,,,,,,,,,,,,,
   usa, m, ,19710702, ms, rosie, hester, vic, mount helen,2021,101, bayley street, eden park, 8 40707918,7538910
,,,,,,,,,,,,,,
   eng, , ,19540813, , sean, traviss, sa, hoyleton, ,11, skertchly place, , 617 11248401,4792680
,,,,,,,,,,,,,,
 unk, , ,19671117, ms, robert, sciacca, nsw, peats ridge,2650,63, ashburner street, , 2 37408330,1023155
,,,,,,,,,,,,,,
   unk, ,20,19961216, ms, garth, sckel, sa, southend,2038,35, painter place, , 07 58469340,7030522
,,,,,,,,,,,,,,
   ara, m,38,19781215, mr, dante, annam, vic, arthurs seat,3284,6, gurr street, villa 1/4, 04 94648037,4293203
,,,,,,,,,,,,,,
   usa, f,27,19890620, , jack, cooper, nsw, rand,4031,44, arawang lane, , 2 97219466,5734750
,,,,,,,,,,,,,,
   eng, f, ,19251210, hon, charlie, sudworth, qld, hyde park,2289,7, wattle street, , 03 45577389,1171762
,,,,,,,,,,,,,,
   usa, f,29,19870808, , zane, myers, vic, heyfield,3264,4, solomon crescent, , 8 37801184,5598553
,,,,,,,,,,,,,,
   usa, f,22,19940208, ms, jacob, bradshaw, vic, pyramid hill,3630,32, gordon close, , 8 52994372,5183108
,,,,,,,,,,,,,,
   ger, f,29,19870305, , joshua, schumann, , nyora,6230,15, jarrah street, oxford, ,2594491
,,,,,,,,,,,,,,
   ser, f,30,19861203, dr, darcy, mehmedovic, vic, cathkin,6061,43, boucaut place, mount beauty, 8 39574916,3883683
,,,,,,,,,,,,,,
   tha, ,24,19920616, , talyah, aduladej, nsw, bowenfels,5120,141, taronga place, , 2 58439179,1260918
,,,,,,,,,,,,,,
   chi, m,34,19820918, , finlay, hung, vic, ullina,7249,58, ranken place, croydon, 08 24992549,8052793
,,,,,,,,,,,,,,
   pol, f,27,19890808, dr, sarsha, dobrzynski, vic, musk,3840,67, broadsmith street, bonholme, 8 58278924,4157266
,,,,,,,,,,,,,,
   eng, m,23,19930804, , layla, bullard, qld, hannaford,2330,26, goldstein crescent, dakota, 3 96853636,2772002
,,,,,,,,,,,,,,
   chi, f,33,19830411, ms, matthew, lyan, vic, mount eliza,5069,8, lampard circuit, glenferrie park, 618 21614826,8635403
,,,,,,,,,,,,,,
   ser, f,35,19811221, , heath, hovat, , tweed heads, ,17, halfrey circuit, kepnock grove, 03 65726847,1206318
,,,,,,,,,,,,,,
   ser, ,28,19880505, ms, madalyn, adamovic, nsw, muscle creek,3677,107, , farn 43, 612 07454155,6689945
,,,,,,,,,,,,,,
   usa, , ,19770218, , trinity, gardner, sa, mount burr,4873,290, fossey street, , 7 54932065,4591739
,,,,,,,,,,,,,,
   abo, , ,19461210, , lily, ofanengaue, nsw, brunswick heads,6101,48, cartwright street, , 02 65811248,6356932
,,,,,,,,,,,,,,
   hun, f,34, , , lauren, bÁrsony, vic, cranbourne north,5063,10, , , 618 69448458,2672037
,,,,,,,,,,,,,,
   eng, f,40,19760315, , abby, abram, vic, moondarra,2039,16, geils court, , 618 46132385,8225513
,,,,,,,,,,,,,,
   usa, m, ,19520816, , luke, obrien, sa, peterhead,3850,13, ainslie avenue, , 617 13339063,6868398
,,,,,,,,,,,,,,
   unk, ,36,19801007, , jye, streckfuss, vic, eden park,4670,2, woolrych street, glamiston, 618 01454173,2328799
,,,,,,,,,,,,,,
   cze, f,23,19931125, , jaslyn, smitala, , south melbourne,7307,14, port arthur street, , 07 88866301,7187595
,,,,,,,,,,,,,,
   usa, m,28,19880303, dr, isabelle, hale, , vermont,4807,234, sturt avenue, , 02 39267422,9627527
,,,,,,,,,,,,,,
   eng, m, ,19750308, mr, caitlin, southers, wa, burges,3377,11, , , 618 16602821,9930606
,,,,,,,,,,,,,,
   sri, f, ,19810116, , marlee, gunasekera, nsw, captains flat,7249,22, jabanungga avenue, , 02 61009634,7309009
,,,,,,,,,,,,,,
   chi, m,27,19890701, , casey, sek, nsw, wylie creek,3936,64, delegate street, , 612 22494857,3884966
,,,,,,,,,,,,,,
   ger, m,27,19890409, pfc, tayah, fashingbauer, nsw, bylong,2440,7, alabaster street, pindara medical centre, 2 15216338,5802201
,,,,,,,,,,,,,,
   chi, f,22,19940821, dr, joshua, lian, sa, royal park,2780,7, jansz crescent, mederberrin farm, 7 99264674,1103993
,,,,,,,,,,,,,,
   usa, f,28,19880213, dr, stephen, solis, nsw, malabar,4035,20, castor place, mcedwards, 08 21660739,1178592
,,,,,,,,,,,,,,
   eng, ,40, , , jessica, babcoke, nsw, cambridge park,6164,16, mackellar crescent, , 612 58990344,4760881
,,,,,,,,,,,,,,
   eng, ,33,19831225, , dean, rupertson, vic, mordialloc,2534,20, harry hopman circuit, caravn park, 8 93082102,5837505
,,,,,,,,,,,,,,
   eng, f, , , , charlie, cristians, nsw, charmhaven,2144,15, whiteman street, , 2 49303139,1854833
,,,,,,,,,,,,,,
   chi, f,36,19801231, , xanthe, jong, vic, maribyrnong,3620,11, jondol place, , 08 73645577,2347463
,,,,,,,,,,,,,,
   usa, f,28, , , christina, james, vic, costerfield,4220,3, kelleway avenue, summer hill, 08 48684297,2482815
,,,,,,,,,,,,,,
   ind, ,33,19830820, , joshua, ramanathan, nsw, reids flat,5074,12, macfarland crescent, , 612 84456327,1502576
,,,,,,,,,,,,,,
 eng, f,27,19890111, , jacob, hyland, wa, koogee,6076,49, mcarthur place, argyle garden, 618 14050769,5413913
,,,,,,,,,,,,,,
   chi, f,12, , , ryan, bei, nsw, university of new england,2160,34, garratt street, , 02 09295861,9238519
,,,,,,,,,,,,,,
   eng, f, ,19980718, , georgia, ibbot, vic, newbridge,2023,34, acraman place, willaroo, 08 37673007,5149951
,,,,,,,,,,,,,,
   unk, ,35,19810123, mr, claudia, scofield, qld, lamb island,4311,28, chermside street, falcon, 613 71464384,5380697
,,,,,,,,,,,,,,
   unk, f, , , mr, yana, scollard, tas, wallsend,3168,15, cowper street, , 07 05004685,7532779
,,,,,,,,,,,,,,
   eng, f, ,19901212, mr, ambrosia, dannel, sa, murdinga,4179,66, new south wales crescent, , 7 58514910,6077911
,,,,,,,,,,,,,,
   eng, f,28,19880328, , layla, victors, vic, walwa, ,33, macrossan crescent, hawkins masonic vlge, 618 28915901,7368711
,,,,,,,,,,,,,,
   wel, f,24,19921228, , victoria, catharn, nsw, moore park,2615,11, banfield street, , 03 61774298,7464743
,,,,,,,,,,,,,,
   eng, f,21,19950420, dr, annabelle, fairburn, sa, annandale,5000,9, cowper street, cooranga, 07 36086283,9862569
,,,,,,,,,,,,,,
   unk, , ,19310318, sgt, adam, strangway, qld, seventeen mile rocks,3078,19, goodhart crescent, elston, 613 20407428,8532248
,,,,,,,,,,,,,,
   jap, f, ,19651112, , kira, kamata, , birkdale,6014,3, notting court, , 08 30991707,7766399
,,,,,,,,,,,,,,
   chi, f,34,19820822, ms, jackson, chien, nsw, black swamp,6158, , marshall street, emerald garden, 612 85189479,1508444
,,,,,,,,,,,,,,
 fre, m,32,19840313, mr, joshua, lepetit, vic, barramunka,2152,17, allchin circuit, , 8 18470439,1884063
,,,,,,,,,,,,,,
   fin, f,31,19851223, , kyle, mÄkelÄ, vic, kedron,6210,62, dennis street, , ,9422791
,,,,,,,,,,,,,,
   usa, f,29, , ms, erin, boone, sa, armidale,2046,16, merriman crescent, sect 341, 07 27781540,6740579
,,,,,,,,,,,,,,
   unk, f,9,20070129, ms, james, abat, nsw, forest lodge,2220,32, , , 02 32306247,7060452
,,,,,,,,,,,,,,
   usa, f,32,19841109, mr, jaiden, peck, vic, darlimurla,3214,13, coranderrk street, eden park, 08 77683842,2098656
,,,,,,,,,,,,,,
   cze, f,12,20040803, , lauren, vasicak, qld, eromanga,2749, , wallaroo road, , 3 19812494,4715465
,,,,,,,,,,,,,,
   usa, f, ,19740128, , cameron, stanley, vic, belmont,4567,61, sewell place, , 618 63246014,6884765
,,,,,,,,,,,,,,
   usa, ,37,19790929, , neneh, bowman, vic, williamstown,5554,4, frome street, , 08 46405606,8759433
,,,,,,,,,,,,,,
   unk, f, ,19550604, , nicholas, streich, qld, windorah,2170,38, currong street, , 03 67842897,5223039
,,,,,,,,,,,,,,
   eng, m, ,19780901, , amy, smythe, tas, derwent park,3165,8, mcauliffe court, , 7 17365199,7280626
,,,,,,,,,,,,,,
   dan, f, ,19170223, , kieren, hoegh, vic, bundalong,2101,308, cordeaux street, , 8 12408388,6913173
,,,,,,,,,,,,,,
   eng, f,43, , , xepheren, younge, qld, silver creek,3078,7, maurice place, , 03 45138779,5559064
,,,,,,,,,,,,,,
   usa, ,35,19810703, ms, jake, watson, , albany creek,2060,46, new south wales crescent, abbie hae, 03 74296860,6483807
,,,,,,,,,,,,,,
   ara, ,22,19941208, mr, emiily, fawziyah, nsw, birrong,5062,7, maribyrnong avenue, , 2 06828584,1087141
,,,,,,,,,,,,,,
   rus, , ,19961103, , jacob, ternopilskyj, vic, mordialloc,3132,7, must circuit, , ,2247240
,,,,,,,,,,,,,,
   dan, f,30,19861201, , amy, milling, qld, columbia,6324,6, mundawari circuit, , 613 17863324,2944721
,,,,,,,,,,,,,,
   ind, f,25,19910304, ms, lauren, prasana, sa, millicent,2284,5, sulman place, , 617 25916119,4669558
,,,,,,,,,,,,,,
   eng, m,12, , , erin, georgeson, , sunnybank,2259,13, , mossburn, 02 50716765,5647831
,,,,,,,,,,,,,,
   usa, f,30,19860628, , casey, cook, nsw, numulgi,2312,58, fred williams crescent, table mountain, 02 57968926,9308281
,,,,,,,,,,,,,,
   eng, f,24,19921119, ms, emiily, josephs, qld, elizabeth grove,3820,18, liverpool street, gowrie, 03 53928140,6878823
,,,,,,,,,,,,,,
   gre, ,26,19901017, mr, sean, kavallieratou, , toorak,2580,20, leggatt street, , 02 69431726,7256140
,,,,,,,,,,,,,,
   ger, f,34,19821228, ms, ethan, busald, qld, mount charlton,3121,2, ebden street, barossa village, 3 35582490,3796065
,,,,,,,,,,,,,,
   ind, ,28,19880818, mr, jessica, revathi, nsw, riverstone,3191,4, de little circuit, , 612 35335401,9872471
,,,,,,,,,,,,,,
   iri, f,26,19900403, , kale, okeefe, qld, norville,5088,33, brockway circuit, , 03 32681052,9967006
,,,,,,,,,,,,,,
   unk, f, , , , kane, stratou, , kununurra,2228,47, , coolalie, 03 44074752,8502306
,,,,,,,,,,,,,,
   unk, f,25,19910811, , matilda, scjum, vic, sandford,2605,104, ebden street, golambio cottage, 08 35424754,8520671
,,,,,,,,,,,,,,
   ind, f,26,19901214, mr, thomas, udeshy, vic, red hill south,4680,54, , , 8 54807003,2814426
,,,,,,,,,,,,,,
